ISDN,site.name,Hospital,date,p_eivt2ivt,,p_eivt2ivt represents the percentage of eligible tpa patients that received ivt
Greater Manchester,Stockport NHS Foundation Trust,Stepping Hill Hospital,Apr 2023-Mar 2024,95.8,,
Humber Coast and Vale,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Apr 2019-Mar 2020,88.9,,
Humber Coast and Vale,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Apr 2020-Mar 2021,75.8,,
Humber Coast and Vale,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Apr 2021-Mar 2022,82.2,,
Humber Coast and Vale,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Apr 2022-Mar 2023,58.8,,
Humber Coast and Vale,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Apr 2023-Mar 2024,67,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Scunthorpe General Hospital,Apr 2019-Mar 2020,68.9,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Scunthorpe General Hospital,Apr 2020-Mar 2021,70.8,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Scunthorpe General Hospital,Apr 2021-Mar 2022,86.8,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Scunthorpe General Hospital,Apr 2022-Mar 2023,81.8,,
Humber Coast and Vale,Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,Scunthorpe General Hospital,Apr 2023-Mar 2024,84.1,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,York Hospital,Apr 2019-Mar 2020,96.9,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,York Hospital,Apr 2020-Mar 2021,88.3,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,York Hospital,Apr 2021-Mar 2022,75,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,York Hospital,Apr 2022-Mar 2023,71.7,,
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,York Hospital,Apr 2023-Mar 2024,65.1,,
Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Apr 2019-Mar 2020,72.1,,
Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Apr 2020-Mar 2021,78.8,,
Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Apr 2021-Mar 2022,62.7,,
Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Apr 2022-Mar 2023,83.7,,
Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Apr 2023-Mar 2024,100,,
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Royal Blackburn Hospital,Apr 2019-Mar 2020,93.8,,
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Royal Blackburn Hospital,Apr 2020-Mar 2021,97.4,,
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Royal Blackburn Hospital,Apr 2021-Mar 2022,95.2,,
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Royal Blackburn Hospital,Apr 2022-Mar 2023,95.6,,
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Royal Blackburn Hospital,Apr 2023-Mar 2024,94.4,,
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital,Apr 2019-Mar 2020,94.4,,
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital,Apr 2020-Mar 2021,92.2,,
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital,Apr 2021-Mar 2022,92.4,,
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital,Apr 2022-Mar 2023,96.3,,
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital,Apr 2023-Mar 2024,95.5,,
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Apr 2019-Mar 2020,90.9,,
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Apr 2020-Mar 2021,76.2,,
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Apr 2021-Mar 2022,91.4,,
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Apr 2022-Mar 2023,78.6,,
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Apr 2023-Mar 2024,74.2,,
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Apr 2019-Mar 2020,86.7,,
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Apr 2020-Mar 2021,90.9,,
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Apr 2021-Mar 2022,90,,
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Apr 2022-Mar 2023,83.1,,
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Apr 2023-Mar 2024,89.6,,
North East and North Cumbria,County Durham and Darlington NHS Foundation Trust,University Hospital of North Durham,Apr 2019-Mar 2020,82,,
North East and North Cumbria,County Durham and Darlington NHS Foundation Trust,University Hospital of North Durham,Apr 2020-Mar 2021,85.7,,
North East and North Cumbria,County Durham and Darlington NHS Foundation Trust,University Hospital of North Durham,Apr 2021-Mar 2022,48.9,,
North East and North Cumbria,County Durham and Darlington NHS Foundation Trust,University Hospital of North Durham,Apr 2022-Mar 2023,47.9,,
North East and North Cumbria,County Durham and Darlington NHS Foundation Trust,University Hospital of North Durham,Apr 2023-Mar 2024,58.6,,
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Apr 2019-Mar 2020,95.9,,
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Apr 2020-Mar 2021,97.1,,
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Apr 2021-Mar 2022,97.9,,
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Apr 2022-Mar 2023,91.9,,
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Apr 2023-Mar 2024,94.6,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Apr 2019-Mar 2020,84.7,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Apr 2020-Mar 2021,88.7,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Apr 2021-Mar 2022,84.5,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Apr 2022-Mar 2023,96.8,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Apr 2023-Mar 2024,94.3,,
North East and North Cumbria,North Tees and Hartlepool NHS Foundation Trust,University Hospitals of North Tees and Hartlepool,Apr 2019-Mar 2020,97.8,,
North East and North Cumbria,North Tees and Hartlepool NHS Foundation Trust,University Hospitals of North Tees and Hartlepool,Apr 2020-Mar 2021,95.8,,
North East and North Cumbria,North Tees and Hartlepool NHS Foundation Trust,University Hospitals of North Tees and Hartlepool,Apr 2021-Mar 2022,94.5,,
North East and North Cumbria,North Tees and Hartlepool NHS Foundation Trust,University Hospitals of North Tees and Hartlepool,Apr 2022-Mar 2023,95.2,,
North East and North Cumbria,North Tees and Hartlepool NHS Foundation Trust,University Hospitals of North Tees and Hartlepool,Apr 2023-Mar 2024,93.3,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Northumbria Specialist Emergency Care Hospital HASU,Apr 2019-Mar 2020,92.8,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Northumbria Specialist Emergency Care Hospital HASU,Apr 2020-Mar 2021,92.9,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Northumbria Specialist Emergency Care Hospital HASU,Apr 2021-Mar 2022,85.9,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Northumbria Specialist Emergency Care Hospital HASU,Apr 2022-Mar 2023,85.3,,
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Northumbria Specialist Emergency Care Hospital HASU,Apr 2023-Mar 2024,84.8,,
North East and North Cumbria,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Apr 2019-Mar 2020,96.4,,
North East and North Cumbria,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Apr 2020-Mar 2021,97.2,,
North East and North Cumbria,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Apr 2021-Mar 2022,99,,
North East and North Cumbria,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Apr 2022-Mar 2023,93.3,,
North East and North Cumbria,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Apr 2023-Mar 2024,99.1,,
North East and North Cumbria,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Apr 2019-Mar 2020,90.7,,
North East and North Cumbria,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Apr 2020-Mar 2021,90,,
North East and North Cumbria,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Apr 2021-Mar 2022,97.7,,
North East and North Cumbria,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Apr 2022-Mar 2023,100,,
North East and North Cumbria,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Apr 2023-Mar 2024,95.3,,
North Midlands,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Apr 2019-Mar 2020,94.4,,
North Midlands,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Apr 2020-Mar 2021,88.9,,
North Midlands,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Apr 2021-Mar 2022,92,,
North Midlands,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Apr 2022-Mar 2023,95.4,,
North Midlands,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Apr 2023-Mar 2024,95.7,,
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Apr 2019-Mar 2020,90.4,,
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Apr 2020-Mar 2021,97.4,,
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Apr 2021-Mar 2022,88.1,,
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Apr 2022-Mar 2023,87.1,,
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Apr 2023-Mar 2024,88.7,,
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Royal Hallamshire Hospital,Apr 2019-Mar 2020,82.6,,
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Royal Hallamshire Hospital,Apr 2020-Mar 2021,95,,
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Royal Hallamshire Hospital,Apr 2021-Mar 2022,85.7,,
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Royal Hallamshire Hospital,Apr 2022-Mar 2023,81.7,,
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Royal Hallamshire Hospital,Apr 2023-Mar 2024,75.8,,
West Yorkshire and Harrogate,Bradford Teaching Hospitals NHS Foundation Trust,Bradford and Airedale SU,Apr 2019-Mar 2020,85.4,,
West Yorkshire and Harrogate,Bradford Teaching Hospitals NHS Foundation Trust,Bradford and Airedale SU,Apr 2020-Mar 2021,96.5,,
West Yorkshire and Harrogate,Bradford Teaching Hospitals NHS Foundation Trust,Bradford and Airedale SU,Apr 2021-Mar 2022,97.2,,
West Yorkshire and Harrogate,Bradford Teaching Hospitals NHS Foundation Trust,Bradford and Airedale SU,Apr 2022-Mar 2023,94.7,,
West Yorkshire and Harrogate,Bradford Teaching Hospitals NHS Foundation Trust,Bradford and Airedale SU,Apr 2023-Mar 2024,100,,
West Yorkshire and Harrogate,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Apr 2019-Mar 2020,88.6,,
West Yorkshire and Harrogate,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Apr 2020-Mar 2021,81.6,,
West Yorkshire and Harrogate,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Apr 2021-Mar 2022,83.3,,
West Yorkshire and Harrogate,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Apr 2022-Mar 2023,74.2,,
West Yorkshire and Harrogate,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Apr 2023-Mar 2024,75.7,,
West Yorkshire and Harrogate,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Apr 2019-Mar 2020,94.5,,
West Yorkshire and Harrogate,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Apr 2020-Mar 2021,90.7,,
West Yorkshire and Harrogate,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Apr 2021-Mar 2022,94.9,,
West Yorkshire and Harrogate,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Apr 2022-Mar 2023,93.2,,
West Yorkshire and Harrogate,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Apr 2023-Mar 2024,95.7,,
West Yorkshire and Harrogate,Mid Yorkshire Hospitals NHS Trust,Pinderfields Hospital,Apr 2019-Mar 2020,97.7,,
West Yorkshire and Harrogate,Mid Yorkshire Hospitals NHS Trust,Pinderfields Hospital,Apr 2020-Mar 2021,90,,
West Yorkshire and Harrogate,Mid Yorkshire Hospitals NHS Trust,Pinderfields Hospital,Apr 2021-Mar 2022,91,,
West Yorkshire and Harrogate,Mid Yorkshire Hospitals NHS Trust,Pinderfields Hospital,Apr 2022-Mar 2023,82.7,,
West Yorkshire and Harrogate,Mid Yorkshire Teaching NHS Trust,Pinderfields Hospital,Apr 2023-Mar 2024,92.4,,
East of England (South),Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes General Hospital,Apr 2019-Mar 2020,95,,
East of England (South),Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes General Hospital,Apr 2020-Mar 2021,100,,
East of England (South),Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes General Hospital,Apr 2021-Mar 2022,95.5,,
East of England (South),Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes General Hospital,Apr 2022-Mar 2023,100,,
East of England (South),Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes General Hospital,Apr 2023-Mar 2024,97.8,,
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Apr 2019-Mar 2020,93.7,,
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Apr 2020-Mar 2021,95.7,,
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Apr 2021-Mar 2022,90.5,,
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Apr 2022-Mar 2023,94.1,,
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Apr 2023-Mar 2024,92.9,,
Frimley ICS and Surrey Heartlands,Epsom and St Helier University Hospitals NHS Trust,Epsom Hospital,Apr 2019-Mar 2020,96.9,,
Frimley ICS and Surrey Heartlands,Epsom and St Helier University Hospitals NHS Trust,Epsom Hospital,Apr 2020-Mar 2021,92.9,,
Frimley ICS and Surrey Heartlands,Epsom and St Helier University Hospitals NHS Trust,Epsom Hospital,Apr 2021-Mar 2022,86.4,,
Frimley ICS and Surrey Heartlands,Epsom and St Helier University Hospitals NHS Trust,Epsom Hospital,Apr 2022-Mar 2023,78.4,,
Frimley ICS and Surrey Heartlands,Epsom and St Helier University Hospitals NHS Trust,Epsom Hospital,Apr 2023-Mar 2024,92.5,,
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Apr 2019-Mar 2020,94.8,,
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Apr 2020-Mar 2021,95.7,,
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Apr 2021-Mar 2022,94.9,,
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Apr 2022-Mar 2023,99,,
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Apr 2023-Mar 2024,96.7,,
Frimley ICS and Surrey Heartlands,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Apr 2019-Mar 2020,87.1,,
Frimley ICS and Surrey Heartlands,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Apr 2020-Mar 2021,85.3,,
Frimley ICS and Surrey Heartlands,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Apr 2021-Mar 2022,92.7,,
Frimley ICS and Surrey Heartlands,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Apr 2022-Mar 2023,88.5,,
Frimley ICS and Surrey Heartlands,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Apr 2023-Mar 2024,94,,
Kent and Medway,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Apr 2019-Mar 2020,97.9,,
Kent and Medway,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Apr 2020-Mar 2021,91.7,,
Kent and Medway,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Apr 2021-Mar 2022,100,,
Kent and Medway,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Apr 2022-Mar 2023,91.5,,
Kent and Medway,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Apr 2023-Mar 2024,55.1,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Invicta Ward Kent and Canterbury Hospital,Apr 2019-Mar 2020,.,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Invicta Ward Kent and Canterbury Hospital,Apr 2020-Mar 2021,63.8,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Invicta Ward Kent and Canterbury Hospital,Apr 2021-Mar 2022,65.1,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Invicta Ward Kent and Canterbury Hospital,Apr 2022-Mar 2023,68.1,,
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Invicta Ward Kent and Canterbury Hospital,Apr 2023-Mar 2024,82.6,,
Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,Maidstone District General Hospital,Apr 2019-Mar 2020,90.2,,
Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,Maidstone District General Hospital,Apr 2020-Mar 2021,94.3,,
Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,Maidstone District General Hospital,Apr 2021-Mar 2022,96.8,,
Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,Maidstone District General Hospital,Apr 2022-Mar 2023,96.4,,
Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,Maidstone District General Hospital,Apr 2023-Mar 2024,93.6,,
SW Peninsula,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Apr 2019-Mar 2020,93.8,,
SW Peninsula,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Apr 2020-Mar 2021,88.3,,
SW Peninsula,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Apr 2021-Mar 2022,72.9,,
SW Peninsula,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Apr 2022-Mar 2023,76.9,,
SW Peninsula,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Apr 2023-Mar 2024,79.5,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,North Devon District Hospital,Apr 2019-Mar 2020,100,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,North Devon District Hospital,Apr 2020-Mar 2021,100,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,North Devon District Hospital,Apr 2021-Mar 2022,95.2,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,North Devon District Hospital,Apr 2022-Mar 2023,100,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,North Devon District Hospital,Apr 2023-Mar 2024,98,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon and Exeter Hospital,Apr 2019-Mar 2020,86.3,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon and Exeter Hospital,Apr 2020-Mar 2021,92.3,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon and Exeter Hospital,Apr 2021-Mar 2022,91.8,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon and Exeter Hospital,Apr 2022-Mar 2023,97.3,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon and Exeter Hospital,Apr 2023-Mar 2024,97.4,,
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Apr 2019-Mar 2020,98.5,,
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Apr 2020-Mar 2021,87.3,,
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Apr 2021-Mar 2022,88.5,,
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Apr 2022-Mar 2023,96.2,,
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Apr 2023-Mar 2024,86.4,,
SW Peninsula,University Hospitals Plymouth NHS Trust,Derriford Hospital,Apr 2019-Mar 2020,97.2,,
SW Peninsula,University Hospitals Plymouth NHS Trust,Derriford Hospital,Apr 2020-Mar 2021,95.1,,
SW Peninsula,University Hospitals Plymouth NHS Trust,Derriford Hospital,Apr 2021-Mar 2022,88.2,,
SW Peninsula,University Hospitals Plymouth NHS Trust,Derriford Hospital,Apr 2022-Mar 2023,91.6,,
SW Peninsula,University Hospitals Plymouth NHS Trust,Derriford Hospital,Apr 2023-Mar 2024,92.1,,
Sussex,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Apr 2019-Mar 2020,91.2,,
Sussex,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Apr 2020-Mar 2021,76.8,,
Sussex,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Apr 2021-Mar 2022,49.1,,
Sussex,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Apr 2022-Mar 2023,52.8,,
Sussex,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Apr 2023-Mar 2024,89.1,,
Sussex,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Apr 2019-Mar 2020,95.9,,
Sussex,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Apr 2020-Mar 2021,85.7,,
Sussex,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Apr 2021-Mar 2022,96.3,,
Sussex,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Apr 2022-Mar 2023,93,,
Sussex,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Apr 2023-Mar 2024,98.2,,
Sussex,University Hospitals Sussex NHS Foundation Trust,St Richards Hospital,Apr 2019-Mar 2020,100,,
Sussex,University Hospitals Sussex NHS Foundation Trust,St Richards Hospital,Apr 2020-Mar 2021,100,,
Sussex,University Hospitals Sussex NHS Foundation Trust,St Richards Hospital,Apr 2021-Mar 2022,100,,
Sussex,University Hospitals Sussex NHS Foundation Trust,St Richards Hospital,Apr 2022-Mar 2023,95.7,,
Sussex,University Hospitals Sussex NHS Foundation Trust,St Richards Hospital,Apr 2023-Mar 2024,86.6,,
Sussex,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Apr 2019-Mar 2020,98.7,,
Sussex,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Apr 2020-Mar 2021,98.6,,
Sussex,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Apr 2021-Mar 2022,92.7,,
Sussex,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Apr 2022-Mar 2023,96.6,,
Sussex,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Apr 2023-Mar 2024,100,,
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Wycombe General Hospital,Apr 2019-Mar 2020,90.7,,
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Wycombe General Hospital,Apr 2020-Mar 2021,90.6,,
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Wycombe General Hospital,Apr 2021-Mar 2022,89.6,,
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Wycombe General Hospital,Apr 2022-Mar 2023,92.2,,
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Wycombe General Hospital,Apr 2023-Mar 2024,97.8,,
Thames Valley (BOB),Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Apr 2019-Mar 2020,79.9,,
Thames Valley (BOB),Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Apr 2020-Mar 2021,84.8,,
Thames Valley (BOB),Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Apr 2021-Mar 2022,90.1,,
Thames Valley (BOB),Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Apr 2022-Mar 2023,95.7,,
Thames Valley (BOB),Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Apr 2023-Mar 2024,94.9,,
Thames Valley (BOB),Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Apr 2019-Mar 2020,97.8,,
Thames Valley (BOB),Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Apr 2020-Mar 2021,99.5,,
Thames Valley (BOB),Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Apr 2021-Mar 2022,95.6,,
Thames Valley (BOB),Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Apr 2022-Mar 2023,97.7,,
Thames Valley (BOB),Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Apr 2023-Mar 2024,90.2,,
Wessex,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Apr 2019-Mar 2020,98.1,,
Wessex,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Apr 2020-Mar 2021,82.5,,
Wessex,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Apr 2021-Mar 2022,90,,
Wessex,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Apr 2022-Mar 2023,90.4,,
