ISDN,site.name,Hospital,date,n.stroke
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,York Hospital,Apr 2021-Mar 2022,978
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,York Hospital,Apr 2022-Mar 2023,1054
Humber Coast and Vale,York and Scarborough Teaching Hospitals NHS Foundation Trust,York Hospital,Apr 2023-Mar 2024,1224
Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Apr 2019-Mar 2020,488
Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Apr 2020-Mar 2021,526
Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Apr 2021-Mar 2022,697
Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Apr 2022-Mar 2023,614
Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,Blackpool Victoria Hospital,Apr 2023-Mar 2024,655
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Royal Blackburn Hospital,Apr 2019-Mar 2020,659
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Royal Blackburn Hospital,Apr 2020-Mar 2021,772
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Royal Blackburn Hospital,Apr 2021-Mar 2022,800
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Royal Blackburn Hospital,Apr 2022-Mar 2023,825
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Royal Blackburn Hospital,Apr 2023-Mar 2024,824
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital,Apr 2019-Mar 2020,777
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital,Apr 2020-Mar 2021,709
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital,Apr 2021-Mar 2022,801
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital,Apr 2022-Mar 2023,828
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Royal Preston Hospital,Apr 2023-Mar 2024,922
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Apr 2019-Mar 2020,216
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Apr 2020-Mar 2021,226
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Apr 2021-Mar 2022,226
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Apr 2022-Mar 2023,223
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Furness General Hospital,Apr 2023-Mar 2024,238
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Apr 2019-Mar 2020,363
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Apr 2020-Mar 2021,401
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Apr 2021-Mar 2022,508
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Apr 2022-Mar 2023,503
Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,Royal Lancaster Infirmary,Apr 2023-Mar 2024,518
North East and North Cumbria,County Durham and Darlington NHS Foundation Trust,University Hospital of North Durham,Apr 2019-Mar 2020,937
North East and North Cumbria,County Durham and Darlington NHS Foundation Trust,University Hospital of North Durham,Apr 2020-Mar 2021,917
North East and North Cumbria,County Durham and Darlington NHS Foundation Trust,University Hospital of North Durham,Apr 2021-Mar 2022,1016
North East and North Cumbria,County Durham and Darlington NHS Foundation Trust,University Hospital of North Durham,Apr 2022-Mar 2023,1066
North East and North Cumbria,County Durham and Darlington NHS Foundation Trust,University Hospital of North Durham,Apr 2023-Mar 2024,1193
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Apr 2019-Mar 2020,989
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Apr 2020-Mar 2021,1011
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Apr 2021-Mar 2022,1145
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Apr 2022-Mar 2023,1208
North East and North Cumbria,Newcastle upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Apr 2023-Mar 2024,1160
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Apr 2019-Mar 2020,459
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Apr 2020-Mar 2021,540
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Apr 2021-Mar 2022,543
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Apr 2022-Mar 2023,638
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Cumberland Infirmary,Apr 2023-Mar 2024,719
North East and North Cumbria,North Tees and Hartlepool NHS Foundation Trust,University Hospitals of North Tees and Hartlepool,Apr 2019-Mar 2020,663
North East and North Cumbria,North Tees and Hartlepool NHS Foundation Trust,University Hospitals of North Tees and Hartlepool,Apr 2020-Mar 2021,551
North East and North Cumbria,North Tees and Hartlepool NHS Foundation Trust,University Hospitals of North Tees and Hartlepool,Apr 2021-Mar 2022,653
North East and North Cumbria,North Tees and Hartlepool NHS Foundation Trust,University Hospitals of North Tees and Hartlepool,Apr 2022-Mar 2023,669
North East and North Cumbria,North Tees and Hartlepool NHS Foundation Trust,University Hospitals of North Tees and Hartlepool,Apr 2023-Mar 2024,607
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Northumbria Specialist Emergency Care Hospital HASU,Apr 2019-Mar 2020,1111
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Northumbria Specialist Emergency Care Hospital HASU,Apr 2020-Mar 2021,999
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Northumbria Specialist Emergency Care Hospital HASU,Apr 2021-Mar 2022,1136
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Northumbria Specialist Emergency Care Hospital HASU,Apr 2022-Mar 2023,1074
North East and North Cumbria,Northumbria Healthcare NHS Foundation Trust,Northumbria Specialist Emergency Care Hospital HASU,Apr 2023-Mar 2024,1020
North East and North Cumbria,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Apr 2019-Mar 2020,717
North East and North Cumbria,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Apr 2020-Mar 2021,557
North East and North Cumbria,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Apr 2021-Mar 2022,781
North East and North Cumbria,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Apr 2022-Mar 2023,754
North East and North Cumbria,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Apr 2023-Mar 2024,802
North East and North Cumbria,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Apr 2019-Mar 2020,693
North East and North Cumbria,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Apr 2020-Mar 2021,735
North East and North Cumbria,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Apr 2021-Mar 2022,728
North East and North Cumbria,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Apr 2022-Mar 2023,804
North East and North Cumbria,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Apr 2023-Mar 2024,852
North Midlands,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Apr 2019-Mar 2020,637
North Midlands,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Apr 2020-Mar 2021,487
North Midlands,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Apr 2021-Mar 2022,594
North Midlands,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Apr 2022-Mar 2023,545
North Midlands,Mid Cheshire Hospitals NHS Foundation Trust,Leighton Hospital,Apr 2023-Mar 2024,614
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Apr 2019-Mar 2020,739
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Apr 2020-Mar 2021,670
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Apr 2021-Mar 2022,730
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Apr 2022-Mar 2023,730
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Doncaster Royal Infirmary,Apr 2023-Mar 2024,705
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Royal Hallamshire Hospital,Apr 2019-Mar 2020,1297
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Royal Hallamshire Hospital,Apr 2020-Mar 2021,1328
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Royal Hallamshire Hospital,Apr 2021-Mar 2022,1408
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Royal Hallamshire Hospital,Apr 2022-Mar 2023,1468
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Royal Hallamshire Hospital,Apr 2023-Mar 2024,1466
West Yorkshire and Harrogate,Bradford Teaching Hospitals NHS Foundation Trust,Bradford and Airedale SU,Apr 2019-Mar 2020,752
West Yorkshire and Harrogate,Bradford Teaching Hospitals NHS Foundation Trust,Bradford and Airedale SU,Apr 2020-Mar 2021,794
West Yorkshire and Harrogate,Bradford Teaching Hospitals NHS Foundation Trust,Bradford and Airedale SU,Apr 2021-Mar 2022,784
West Yorkshire and Harrogate,Bradford Teaching Hospitals NHS Foundation Trust,Bradford and Airedale SU,Apr 2022-Mar 2023,780
West Yorkshire and Harrogate,Bradford Teaching Hospitals NHS Foundation Trust,Bradford and Airedale SU,Apr 2023-Mar 2024,865
West Yorkshire and Harrogate,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Apr 2019-Mar 2020,663
West Yorkshire and Harrogate,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Apr 2020-Mar 2021,715
West Yorkshire and Harrogate,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Apr 2021-Mar 2022,724
West Yorkshire and Harrogate,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Apr 2022-Mar 2023,830
West Yorkshire and Harrogate,Calderdale and Huddersfield NHS Foundation Trust,Calderdale Royal Hospital,Apr 2023-Mar 2024,834
West Yorkshire and Harrogate,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Apr 2019-Mar 2020,538
West Yorkshire and Harrogate,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Apr 2020-Mar 2021,998
West Yorkshire and Harrogate,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Apr 2021-Mar 2022,1374
West Yorkshire and Harrogate,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Apr 2022-Mar 2023,1382
West Yorkshire and Harrogate,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Apr 2023-Mar 2024,1408
West Yorkshire and Harrogate,Mid Yorkshire Hospitals NHS Trust,Pinderfields Hospital,Apr 2019-Mar 2020,1074
West Yorkshire and Harrogate,Mid Yorkshire Hospitals NHS Trust,Pinderfields Hospital,Apr 2020-Mar 2021,1174
West Yorkshire and Harrogate,Mid Yorkshire Hospitals NHS Trust,Pinderfields Hospital,Apr 2021-Mar 2022,1099
West Yorkshire and Harrogate,Mid Yorkshire Hospitals NHS Trust,Pinderfields Hospital,Apr 2022-Mar 2023,1221
West Yorkshire and Harrogate,Mid Yorkshire Teaching NHS Trust,Pinderfields Hospital,Apr 2023-Mar 2024,1251
East of England (South),Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes General Hospital,Apr 2019-Mar 2020,238
East of England (South),Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes General Hospital,Apr 2020-Mar 2021,184
East of England (South),Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes General Hospital,Apr 2021-Mar 2022,277
East of England (South),Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes General Hospital,Apr 2022-Mar 2023,290
East of England (South),Milton Keynes University Hospital NHS Foundation Trust,Milton Keynes General Hospital,Apr 2023-Mar 2024,307
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Apr 2019-Mar 2020,546
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Apr 2020-Mar 2021,551
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Apr 2021-Mar 2022,644
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Apr 2022-Mar 2023,635
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,St Peter's Hospital,Apr 2023-Mar 2024,658
Frimley ICS and Surrey Heartlands,Epsom and St Helier University Hospitals NHS Trust,Epsom Hospital,Apr 2019-Mar 2020,299
Frimley ICS and Surrey Heartlands,Epsom and St Helier University Hospitals NHS Trust,Epsom Hospital,Apr 2020-Mar 2021,330
Frimley ICS and Surrey Heartlands,Epsom and St Helier University Hospitals NHS Trust,Epsom Hospital,Apr 2021-Mar 2022,338
Frimley ICS and Surrey Heartlands,Epsom and St Helier University Hospitals NHS Trust,Epsom Hospital,Apr 2022-Mar 2023,362
Frimley ICS and Surrey Heartlands,Epsom and St Helier University Hospitals NHS Trust,Epsom Hospital,Apr 2023-Mar 2024,360
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Apr 2019-Mar 2020,819
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Apr 2020-Mar 2021,633
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Apr 2021-Mar 2022,703
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Apr 2022-Mar 2023,648
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Frimley Park Hospital,Apr 2023-Mar 2024,842
Frimley ICS and Surrey Heartlands,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Apr 2019-Mar 2020,776
Frimley ICS and Surrey Heartlands,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Apr 2020-Mar 2021,713
Frimley ICS and Surrey Heartlands,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Apr 2021-Mar 2022,748
Frimley ICS and Surrey Heartlands,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Apr 2022-Mar 2023,746
Frimley ICS and Surrey Heartlands,Surrey and Sussex Healthcare NHS Trust,East Surrey Hospital,Apr 2023-Mar 2024,759
Kent and Medway,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Apr 2019-Mar 2020,515
Kent and Medway,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Apr 2020-Mar 2021,300
Kent and Medway,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Apr 2021-Mar 2022,621
Kent and Medway,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Apr 2022-Mar 2023,557
Kent and Medway,Dartford and Gravesham NHS Trust,Darent Valley Hospital,Apr 2023-Mar 2024,596
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Invicta Ward Kent and Canterbury Hospital,Apr 2019-Mar 2020,Too few to report
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Invicta Ward Kent and Canterbury Hospital,Apr 2020-Mar 2021,668
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Invicta Ward Kent and Canterbury Hospital,Apr 2021-Mar 2022,802
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Invicta Ward Kent and Canterbury Hospital,Apr 2022-Mar 2023,898
Kent and Medway,East Kent Hospitals University NHS Foundation Trust,Invicta Ward Kent and Canterbury Hospital,Apr 2023-Mar 2024,1094
Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,Maidstone District General Hospital,Apr 2019-Mar 2020,559
Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,Maidstone District General Hospital,Apr 2020-Mar 2021,984
Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,Maidstone District General Hospital,Apr 2021-Mar 2022,1041
Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,Maidstone District General Hospital,Apr 2022-Mar 2023,1002
Kent and Medway,Maidstone and Tunbridge Wells NHS Trust,Maidstone District General Hospital,Apr 2023-Mar 2024,1083
SW Peninsula,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Apr 2019-Mar 2020,886
SW Peninsula,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Apr 2020-Mar 2021,869
SW Peninsula,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Apr 2021-Mar 2022,906
SW Peninsula,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Apr 2022-Mar 2023,980
SW Peninsula,Royal Cornwall Hospitals NHS Trust,Royal Cornwall Hospital,Apr 2023-Mar 2024,995
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,North Devon District Hospital,Apr 2019-Mar 2020,419
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,North Devon District Hospital,Apr 2020-Mar 2021,439
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,North Devon District Hospital,Apr 2021-Mar 2022,407
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,North Devon District Hospital,Apr 2022-Mar 2023,393
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,North Devon District Hospital,Apr 2023-Mar 2024,470
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon and Exeter Hospital,Apr 2019-Mar 2020,861
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon and Exeter Hospital,Apr 2020-Mar 2021,814
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon and Exeter Hospital,Apr 2021-Mar 2022,867
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon and Exeter Hospital,Apr 2022-Mar 2023,823
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,Royal Devon and Exeter Hospital,Apr 2023-Mar 2024,925
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Apr 2019-Mar 2020,604
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Apr 2020-Mar 2021,563
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Apr 2021-Mar 2022,609
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Apr 2022-Mar 2023,617
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Torbay Hospital,Apr 2023-Mar 2024,733
SW Peninsula,University Hospitals Plymouth NHS Trust,Derriford Hospital,Apr 2019-Mar 2020,803
SW Peninsula,University Hospitals Plymouth NHS Trust,Derriford Hospital,Apr 2020-Mar 2021,856
SW Peninsula,University Hospitals Plymouth NHS Trust,Derriford Hospital,Apr 2021-Mar 2022,851
SW Peninsula,University Hospitals Plymouth NHS Trust,Derriford Hospital,Apr 2022-Mar 2023,806
SW Peninsula,University Hospitals Plymouth NHS Trust,Derriford Hospital,Apr 2023-Mar 2024,983
Sussex,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Apr 2019-Mar 2020,807
Sussex,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Apr 2020-Mar 2021,717
Sussex,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Apr 2021-Mar 2022,778
Sussex,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Apr 2022-Mar 2023,823
Sussex,East Sussex Healthcare NHS Trust,Eastbourne District General Hospital,Apr 2023-Mar 2024,901
Sussex,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Apr 2019-Mar 2020,580
Sussex,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Apr 2020-Mar 2021,520
Sussex,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Apr 2021-Mar 2022,583
Sussex,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Apr 2022-Mar 2023,630
Sussex,University Hospitals Sussex NHS Foundation Trust,Royal Sussex County Hospital,Apr 2023-Mar 2024,669
Sussex,University Hospitals Sussex NHS Foundation Trust,St Richards Hospital,Apr 2019-Mar 2020,447
Sussex,University Hospitals Sussex NHS Foundation Trust,St Richards Hospital,Apr 2020-Mar 2021,458
Sussex,University Hospitals Sussex NHS Foundation Trust,St Richards Hospital,Apr 2021-Mar 2022,491
Sussex,University Hospitals Sussex NHS Foundation Trust,St Richards Hospital,Apr 2022-Mar 2023,465
Sussex,University Hospitals Sussex NHS Foundation Trust,St Richards Hospital,Apr 2023-Mar 2024,507
Sussex,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Apr 2019-Mar 2020,545
Sussex,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Apr 2020-Mar 2021,538
Sussex,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Apr 2021-Mar 2022,557
Sussex,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Apr 2022-Mar 2023,492
Sussex,University Hospitals Sussex NHS Foundation Trust,Worthing Hospital,Apr 2023-Mar 2024,529
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Wycombe General Hospital,Apr 2019-Mar 2020,796
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Wycombe General Hospital,Apr 2020-Mar 2021,835
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Wycombe General Hospital,Apr 2021-Mar 2022,935
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Wycombe General Hospital,Apr 2022-Mar 2023,824
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Wycombe General Hospital,Apr 2023-Mar 2024,796
Thames Valley (BOB),Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Apr 2019-Mar 2020,667
Thames Valley (BOB),Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Apr 2020-Mar 2021,705
Thames Valley (BOB),Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Apr 2021-Mar 2022,844
Thames Valley (BOB),Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Apr 2022-Mar 2023,913
Thames Valley (BOB),Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Apr 2023-Mar 2024,954
Thames Valley (BOB),Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Apr 2019-Mar 2020,742
Thames Valley (BOB),Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Apr 2020-Mar 2021,759
Thames Valley (BOB),Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Apr 2021-Mar 2022,733
Thames Valley (BOB),Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Apr 2022-Mar 2023,696
Thames Valley (BOB),Royal Berkshire NHS Foundation Trust,Royal Berkshire Hospital,Apr 2023-Mar 2024,696
Wessex,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Apr 2019-Mar 2020,425
Wessex,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Apr 2020-Mar 2021,405
Wessex,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Apr 2021-Mar 2022,550
Wessex,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Apr 2022-Mar 2023,444
Wessex,Dorset County Hospital NHS Foundation Trust,Dorset County Hospital,Apr 2023-Mar 2024,513
Wessex,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Apr 2019-Mar 2020,619
Wessex,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Apr 2020-Mar 2021,641
Wessex,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Apr 2021-Mar 2022,710
Wessex,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Apr 2022-Mar 2023,744
Wessex,Hampshire Hospitals NHS Foundation Trust,Royal Hampshire County Hospital,Apr 2023-Mar 2024,792
Wessex,Isle of Wight NHS Trust,St Mary's Hospital Newport,Apr 2019-Mar 2020,296
Wessex,Isle of Wight NHS Trust,St Mary's Hospital Newport,Apr 2020-Mar 2021,311
Wessex,Isle of Wight NHS Trust,St Mary's Hospital Newport,Apr 2021-Mar 2022,319
Wessex,Isle of Wight NHS Trust,St Mary's Hospital Newport,Apr 2022-Mar 2023,340
Wessex,Isle of Wight NHS Trust,St Mary's Hospital Newport,Apr 2023-Mar 2024,336
Wessex,Portsmouth Hospitals University National Health Service Trust,Queen Alexandra Hospital Portsmouth,Apr 2019-Mar 2020,1102
Wessex,Portsmouth Hospitals University National Health Service Trust,Queen Alexandra Hospital Portsmouth,Apr 2020-Mar 2021,1092
Wessex,Portsmouth Hospitals University National Health Service Trust,Queen Alexandra Hospital Portsmouth,Apr 2021-Mar 2022,1068
Wessex,Portsmouth Hospitals University National Health Service Trust,Queen Alexandra Hospital Portsmouth,Apr 2022-Mar 2023,1031
Wessex,Portsmouth Hospitals University National Health Service Trust,Queen Alexandra Hospital Portsmouth,Apr 2023-Mar 2024,1090
Wessex,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Apr 2019-Mar 2020,915
Wessex,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Apr 2020-Mar 2021,844
Wessex,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Apr 2021-Mar 2022,977
Wessex,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Apr 2022-Mar 2023,1049
Wessex,University Hospital Southampton NHS Foundation Trust,Southampton General Hospital,Apr 2023-Mar 2024,1180
Wessex,University Hospitals Dorset NHS Foundation Trust,Bournemouth and Poole HASU,Apr 2019-Mar 2020,.
Wessex,University Hospitals Dorset NHS Foundation Trust,Bournemouth and Poole HASU,Apr 2020-Mar 2021,587
Wessex,University Hospitals Dorset NHS Foundation Trust,University Hospitals Dorset HASU,Apr 2021-Mar 2022,1196
Wessex,University Hospitals Dorset NHS Foundation Trust,University Hospitals Dorset Stroke Service,Apr 2022-Mar 2023,1271
Wessex,University Hospitals Dorset NHS Foundation Trust,University Hospitals Dorset Stroke Service,Apr 2023-Mar 2024,1383
West of England,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Apr 2019-Mar 2020,957
West of England,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Apr 2020-Mar 2021,657
West of England,Gloucestershire Hospitals NHS Foundation Trust,Gloucestershire Royal Hospital,Apr 2021-Mar 2022,892
